companies,url,platform_version_release_dates,memory,sound,connectivity,media,name,slug,resolutions,checksum,output,cpu,main_manufacturer,graphics,online,os,platform_logo,storage,id,summary
[364],https://www.igdb.com/platforms/xboxone/version/xbox-one-s,[208],8GB DDR3,,,4K/HDR Blu-ray drive,Xbox One S,xbox-one-s,4K Ultra HD video,6b781b10-40c3-9635-23ae-2b5cb56374e4,HDMI 2.0,1.75GHz 8-core AMD custom CPU,,AMD graphics clocked at 914MHz,Xbox Live,Xbox OS,324.0,2 tb,180,The slim version of the Xbox One.
,https://www.igdb.com/platforms/vc/version/initial-version-37c27703-ddeb-4143-b022-b651fa546464,,,,,,Initial version,initial-version-37c27703-ddeb-4143-b022-b651fa546464,,f41d1bc0-9e07-dda2-236e-21fb8e243572,,,,,,,384.0,,71,
,https://www.igdb.com/platforms/amiga/version/amiga-a-2000,,,,,,Amiga A 2000,amiga-a-2000,,7aacb9e9-e06d-efa2-1d2f-e87d20b78f06,,,,,,,,,111,
,https://www.igdb.com/platforms/wonderswan-color/version/initial-version,,,,,,Initial version,initial-version,,2f801ec3-5e31-e2aa-8e52-cade5f3024e5,,,,,,,261.0,,161,
[150],https://www.igdb.com/platforms/hyper-neo-geo-64/version/initial-version,[222],,"32-channel PCM wavetable audio, with maximum sampling frequency of 44.1 kHz (CD-quality) and 32 MB of wavetable RAM",,Cartridge,Initial version,initial-version,,298a5625-a95a-277a-7c47-d8caf1b0ef85,,NEC VR4300 (64-bit MIPS III architecture based) @ 100 MHz with 4 MB RAM and 64 MB Program Memory,,,,,117.0,,186,"The short lived successor to the Neo Geo MVS arcade system. It was the first and only SNK system with the ability to render in 3D. 
 
The system was discontinued after 2 years with only 7 games made for it."
"[32, 33]",https://www.igdb.com/platforms/dos/version/initial-version-3ef9ff1e-a867-41d2-88c7-7f420cc834bf,[66],,,,,Initial version,initial-version-3ef9ff1e-a867-41d2-88c7-7f420cc834bf,,27bb8656-5b32-6d25-ddd3-6fb4929059b2,,,,,,,38.0,,56,
,https://www.igdb.com/platforms/sg1000/version/sg-1000-ii,,,,,,SG-1000 II,sg-1000-ii,,38fb3d0f-4b91-2d1d-0c4c-ed878b15164e,,,,,,,66.0,,92,
,https://www.igdb.com/platforms/gba/version/game-boy-advance-sp,,,,,,Game Boy Advance SP,game-boy-advance-sp,,04935ca0-ffb5-2ed6-93b4-bba945892c2a,,,,,,,285.0,,193,
,https://www.igdb.com/platforms/atari7800/version/initial-version-b404799e-fb33-4e0b-9721-85224a46dd97,[44],4KB RAM,,,ROM cartridge,Initial version,initial-version-b404799e-fb33-4e0b-9721-85224a46dd97,"160x240, 320x240",fb317997-881b-1022-f036-09cd9037c3c0,S-Video,"Atari SALLY 6502 @ 1,19-1,79 MHz",,,,,303.0,"4KB BIOS Rom, 48KB Cartridge ROM",26,"The Atari 7800 ProSystem was released a full two years after it was designed and tested. The console was Atari's attempt to compete with the NES and Sega Master System. Following a massive research project focused on determining exactly what consumers were demanding from a video game platform, Atari knew what it needed for its next generation system. They selected the General Computer Corporation to design new a graphics chip. ""Marie"" was what they named it. It provided a greater spectrum of colors and an endless number of sprites.

There was also one extra feature Atari added to the Marie chip. In an effort to combat third-party game manufacturers from taking a huge chunk out of their potential software profits, Atari installed an encryption algorithm (like a coded lock) into the Marie Chip. The 7800 would only allow cartridges containing a 960-bit encoded ""key"" to activate its state-of-the-art graphics and sound capabilities. If a cartridge did not include the proper coded authentication, the system remained in its default mode and could only run games made for the 2600.

With the 7800, Atari attempted to correct all of the shortcomings inherent to the 5200 platform. As stated above, the 7800 was compatible with 2600 cartridges. They had even designed an adapter (later discarded upon release) which would let the 7800 play 5200 cartridges, giving Atari across-the-board compatibility with all previous software. To make the system even more attractive to consumers considering purchasing a home computer, Atari promised an optional keyboard add-on.

While size of the 7800 console is much smaller than the immense 5200, the major improvement was made in the joystick design. The 7800 controller was made more in the tradition of the 2600. It is sleek, simple and, most importantly, durable.

In 1983, the Marie project was a courageous attempt to bring Atari back as the preeminent name in video games. Atari poured their best available personnel into the project. The system was ready and waiting to ignite the stagnant video game market.

Unfortunately timing was working against the proponents of the 7800. In 1984, Warner Communications sold Atari to Jack Tramiel. He wanted to focus on the company's computer line, and the Atari 7800 was shelved.

The video game market awoke with a roar in 1985. Nintendo had released the NES game system to American consumers. Videogame sales skyrocketed and soon Sega premiered its Sega Master System. Seeing there was money to be made, Atari scrambled to get onto the playing field and released the Atari 7800 in 1986 with only three games: Ms. Pac-Man, Joust and Asteroids.

With a paltry $300,000 advertising budget Atari gave the system a half-hearted release. Sales for the platform were good, but Atari was also trying to market a computer/console hybrid called the Atari XE and a remodeled version of the Atari 2600. All three platforms remained far behind Nintendo and Sega's offerings. By the time the Atari 7800 started to build up a substantial library of games, it was too late, and the system disappeared from store shelves."
,https://www.igdb.com/platforms/atari8bit/version/atari-400,,,,,,Atari 400,atari-400,,a0b54078-0324-5349-a03c-f08ea977eb55,,,,,,,373.0,,27,
[346],https://www.igdb.com/platforms/sms/version/initial-version-0e6dcd6b-521f-4dfa-a008-e71e9ee4c404,"[176, 177, 178]",8kB RAM,SN76489 PSG,,Cartridges,Initial version,initial-version-0e6dcd6b-521f-4dfa-a008-e71e9ee4c404,256x192,f5698e92-0e60-fae1-d1a3-19e9f5d38349,,Zilog Z80 @ 4MHz,,"32 colors out of 64 color palette, 16kB video RAM",,,298.0,,63,"The Master System is a third-generation home video game console that was manufactured by Sega. 
 
It was originally released in 1985 as the Sega Mark III in Japan. After being redesigned prior to its North American launch, the console was renamed Master System and released in 1986 in North America, 1987 in Europe, and 1989 in Brazil."
,https://www.igdb.com/platforms/atari8bit/version/atari-800,,,,,,Atari 800,atari-800,,5959846d-c9c3-61fd-baab-9ed6fd960adb,,,,,,,224.0,,104,"The Atari 8-bit family is a series of 8-bit home computers introduced by Atari, Inc. in 1979 and manufactured until 1992. All of the machines in the family are technically similar and differ primarily in packaging. They are based on the MOS Technology 6502 CPU running at 1.79 MHz, and were the first home computers designed with custom co-processor chips. This architecture enabled graphics and sound capabilities that were more advanced than contemporary machines at the time of release, and gaming on the platform was a major draw."
[310],https://www.igdb.com/platforms/nintendo-dsi/version/initial-version,"[263, 264, 265, 266, 267]",16 MB PSRAM,,"Wi-Fi, Integrated 802.11b/g","Nintendo DS Game Card, Nintendo DSi Game Card",Initial version,initial-version,256 × 192 pixels,a6a80725-f8e8-a1ba-ae81-c01c4db8a49e,,ARM9 clocked at 133 MHz and ARM7 clocked at 33 MHz,,,"Nintendo Wi-Fi Connection, Nintendo DSi Shop, Nintendo Zone",Nintendo DSi system software,247.0,"256 MB of internal flash memory, slots for a SD card (up to 2 GB) and a SDHC card (up to 32 GB)",228,"An improved version of the Nintendo DS. 
It does not have a Game Boy Advance Cartridge slot. 
It has more RAM and a faster CPU than the Nintendo DS and Lite versions. 
It has slightly larger screens and 5 brightness settings. 
It has 2 digital cameras."
,https://www.igdb.com/platforms/oculus-vr/version/initial-version,,,,,,Initial version,initial-version,,9bde64bf-cc98-265b-b17c-09eae67e0a72,,,,,,,158.0,,232,
[247],https://www.igdb.com/platforms/win/version/windows-7,[259],,,,,Windows 7,windows-7,,81bcc19f-8798-d0bc-6dd4-4296542563d6,,,,,,,207.0,,1,"Unlike Windows Vista's many new features, Windows 7 was an incremental upgrade designed to work with Vista-compatible applications and hardware. Presentations given by Microsoft in 2008 focused on multi-touch support, an updated Windows shell with a new taskbar, referred to internally as the Superbar, a home networking system called HomeGroup, and performance improvements."
[530],https://www.igdb.com/platforms/fm-7/version/initial-version,[547],"64KB RAM, 48KB VRAM, 48KB ROM","3-channel (AY-3-8910) PSG chip, built-in speaker mounted near the top of the unit. From fm77 av onwards, 6 channel ym2203 (3psg+3fm)",,"Cassette tape, 5¼-inch floppy disk",Initial version,initial-version,,7c6ec526-871d-03ca-5307-40a67f09a8a2,,2x MBL 68B09 clocked at 2MHz,,8 colours at 640 x 200 pixel resolution,,"Fujitsu Disk Basic , OS-9, FLEX",538.0,"5.25"" floppy disk",217,"The FM-7 is a home computer created by Fujitsu. It was first released in 1982 and was sold in Japan and Spain. It is a stripped-down version of Fujitsu's earlier FM-8 computer, and during development it was referred to as the ""FM-8 Jr."""
,https://www.igdb.com/platforms/c-plus-4/version/initial-version,,,,,,Initial version,initial-version,,3f4fd23f-d759-c5c4-684b-86ae411788d1,,,,,,,310.0,,108,
[55],https://www.igdb.com/platforms/android/version/froyo-2-2,[106],,,,,Froyo 2.2,froyo-2-2,,8f9379a2-925e-98fd-0b18-b050120d3f6a,,,,,,,58.0,,7,
[253],https://www.igdb.com/platforms/ngc/version/panasonic-q,[148],43 MB,81 MHz in Flipper (64 Channels at 48000KHz),Gamecube Broadband Network Adapter,"DVD, CD, GD-Rom disc",Panasonic Q,panasonic-q,"240i , 240p, 480i, 480p",543649b9-aa5a-de32-1489-dec4119223d8,,"IBM ""Gekko"" PowerPC at 485 MHz",,"ATI Flipper 162 MHz (64 Bit, 16 MB)",,Dolphin OS,87.0,,125,"The Panasonic Q (sometimes known as Q and GameQ) is a hybrid version of the Nintendo GameCube with a DVD player manufactured by Panasonic in cooperation with Nintendo. The system was officially released only in Japan. A feature of its main competitors Xbox and PlayStation 2, the GameCube lacked commercial DVD movie playback functionality due to the use of the Nintendo optical disc format for games and the correspondingly small disc tray."
,https://www.igdb.com/platforms/msx2/version/initial-version-1a53a258-c792-4df6-b5f6-e616f571b4b0,[112],,,,,Initial version,initial-version-1a53a258-c792-4df6-b5f6-e616f571b4b0,,e38310a1-3d96-474e-abfc-108ed7f5e974,,,,,,,308.0,,48,
,https://www.igdb.com/platforms/zod/version/zodiac-1,[84],32 MB,Yamaha Stereo Speakers,"3.5 headphone jack, IR, Bluetooth",,Zodiac 1,zodiac-1,,f354b037-beea-54b7-6611-b210c8899ba6,,Motorola i.MX1 ARM9 @ 200 MHz,,ATI Imageon W4200 (8 MB dedicated SDRAM),,Palm OS,46.0,,69,
,https://www.igdb.com/platforms/ngc/version/dol-101,,,,,,DOL-101,dol-101,,b6b45999-cfc9-572b-f6fd-40ab77df446e,,,,,,,,,121,No Digital AV Out (component)
,https://www.igdb.com/platforms/fairchild-channel-f/version/saba-videoplay,[246],,,,,Saba Videoplay,saba-videoplay,,59bf0530-8769-2e65-9e81-776385cabcdc,,,,,,,317.0,,212,"Saba Videoplay was the licensed Channel F-Version for the German market. It was released in late 1977 and was positively received by the press and the general public. However, the initial retail price of over 500 DM meant that the Videoplay would be available only to higher-income households. Yet, the system sold reasonably well, offering a library of 18 games by the end of 1978. But as competition started to grow larger, the inferiority of the Fairchild-hardware became more and more obvious. By 1980 Saba dropped the hardware, which was now owned by Zircon, who licenced it to other German competitors, namely ITT and Nordmende."
,https://www.igdb.com/platforms/turbografx-16-slash-pc-engine-cd/version/initial-version,,,,,,Initial version,initial-version,,44f1fee7-07aa-f4c9-b9d6-df6d84615726,,,,,,,291.0,,215,
[94],https://www.igdb.com/platforms/mac/version/puma,[150],,,,,Puma,puma,,980f0f54-b5a0-cb5a-a130-2997734adb27,,,,,,,90.0,,141,"Mac OS X version 10.1, code named Puma, is the second major release of Mac OS X, Apple's desktop and server operating system. Version 10.1 was released as a free update for Mac OS X 10.0 users. The operating system was better received than Mac OS X 10.0, although critics claimed that the operating system was still lacking some features and was plagued with bugs."
,https://www.igdb.com/platforms/swancrystal/version/initial-version,,,,,,Initial version,initial-version,,2c4f9c0e-8be6-7d03-be9d-b87f8f72531f,,,,,,,319.0,,162,
[120],https://www.igdb.com/platforms/ps4--1/version/playstation-4-slim,[206],GDDR5 8GB,,"Super-Speed USB (USB 3.1 Gen1) port × 2, AUX port × 1, Ethernet?10BASE-T, 100BASE-TX, 1000BASE-T?×, IEEE 802.11 a/b/g/n/ac wi-fi, Bluetooth v4.0","BD × 6 CAV, DVD × 8 CAV",PlayStation 4 Slim,playstation-4-slim,,6997d14c-3070-26a3-9426-2b9ec215c4e0,,"x86-64 AMD ""Jaguar"", 8 cores",,"1.84 TFLOPS, AMD Radeon based graphics engine",PlayStation Network,Orbis OS,,500gb,178,"""When comparing the new PS4 model to the current model, we’ve reduced volume by 30 percent, weight by 16 percent, and power consumption by 28 percent. Despite the sleek design, the new model packs all of the same powerful components that have made PS4 the best place to play."""
[359],https://www.igdb.com/platforms/vic-20/version/initial-version-736f469b-b7df-49ab-9be6-5f75ac942ec8,,,,,,Initial version,initial-version-736f469b-b7df-49ab-9be6-5f75ac942ec8,,87873d1f-85a3-086f-56e5-6524b5ef205c,,,,,,,313.0,,37,"The Commodore VIC-20 was the first computer to ever sell over 1 million units, and can be regarded as the beginning of the mainstream computer age. It was not particularly useful for business applications, but was well-received for the many games available. It was also the first relatively inexpensive colour computer, costing less than $300. It is the predecessor of the significantly more well known Commodore 64, which is the highest selling single computer model of all time."
[240],https://www.igdb.com/platforms/neogeoaes/version/initial-version-cf5691a3-0bfb-449c-af8d-465fd2a65b1d,"[314, 315, 316]","64KB (68000) + 2KB (Z80), Video RAM: 68KB","3 PSG, 4-FM synthesis, 7-digital, 1 noise channel",,Cartridge,Initial version,initial-version-cf5691a3-0bfb-449c-af8d-465fd2a65b1d,320x224,bb313ea4-d6a4-846c-ac24-ec45e8da8a32,,16-bit Motorolla 68000 (12MHz) and 8-bit Zilog Z80 (4MHz),,,,,69.0,"Removable memory card: 68-pin, JEIDA V3 complaint, cross-compatible with the MVS",82,
