standalone_expansions,player_perspectives,category,cover,url,aggregated_rating,total_rating_count,alternative_names,genres,remasters,bundles,keywords,tags,expansions,age_ratings,storyline,involved_companies,name,slug,checksum,rating_count,videos,version_title,screenshots,game_modes,themes,artworks,external_games,language_supports,websites,rating,ports,franchises,game_engines,platforms,created_at,updated_at,parent_game,aggregated_rating_count,version_parent,expanded_games,game_localizations,collection,multiplayer_modes,first_release_date,remakes,similar_games,dlcs,status,total_rating,follows,hypes,release_dates,id,franchise,summary
,[4],0,219258.0,https://www.igdb.com/games/thomas-was-alone,76.375,161.0,,"[8, 9, 31, 32]",,[82543],"[558, 966, 1158, 1186, 1293, 1395, 1439, 1495, 1629, 1898, 2109, 2800, 4004, 4134, 4145, 4150, 4282, 4287, 4403, 4410, 4465, 4484, 4492, 4527, 4609, 4681, 4718, 4726, 4777, 4784, 4963, 5151, 5263, 5328, 5380, 5386, 5441, 5563, 6655, 7558, 7570, 8215, 23933]","[1, 31, 268435464, 268435465, 268435487, 268435488, 536871470, 536871878, 536872070, 536872098, 536872205, 536872307, 536872351, 536872407, 536872541, 536872810, 536873021, 536873712, 536874916, 536875046, 536875057, 536875062, 536875081, 536875194, 536875199, 536875315, 536875322, 536875377, 536875396, 536875404, 536875439, 536875521, 536875593, 536875630, 536875638, 536875689, 536875696, 536875875, 536876063, 536876175, 536876240, 536876292, 536876298, 536876353, 536876475, 536877567, 536878470, 536878482, 536879127, 536894845]",,"[41094, 42167, 108211, 111076]","Thomas Was Alone tells the story of the world's first sentient AIs, and how they worked together to, well, not escape: Escape is a strong word. 'Emerge' might be better. 'Emerge' has an air of importance about it, while keeping the myriad plot twists and superhero origin stories you'll discover under wraps. We didn't even mention the bouncing. That'd be overkill.","[75996, 119210, 129866]",Thomas Was Alone,thomas-was-alone,637398a3-5f63-5bb4-3113-916343e2bee0,152.0,"[66590, 66591]",,"[101344, 101345, 101346, 101347, 101348]",[1],"[1, 31]",[16700],"[12932, 56891, 83912, 83914, 83916, 121773, 211040, 221122, 243439, 247123, 365638, 401432, 402262, 402263, 1237148, 2175536, 2241651, 2591020]","[253657, 253658, 492329, 492330, 492331, 492332]","[48037, 117136, 117137, 117138, 117140, 275149, 276051, 276052, 334324]",71.82838954720246,,,[13],"[3, 6, 9, 14, 34, 39, 41, 46, 48, 49, 130]",1372538831,1688755864,,9.0,,,,,,1343088000.0,,"[1331, 1906, 3035, 7342, 9174, 11270, 12482, 16992, 55190, 56033]",[138347],,74.10169477360122,40.0,,"[4783, 4784, 4785, 4786, 4787, 30858, 136393, 144359, 144360, 228724, 233644, 247880]",2291,,"Thomas Was Alone is an indie minimalist 2D platformer about friendship and jumping and floating and anti-gravity. Guide a group of rectangles through a series of obstacles, using their different skills together to get to the end of each environment."
,,0,252053.0,https://www.igdb.com/games/driverio,,,,[13],,,,[268435469],,[96399],,[189385],Driverio,driverio,67440929-066f-352f-f043-1d50bf6660a2,,,,"[888898, 888899, 888900]",[1],,"[88017, 88019, 88020]","[2605428, 2606011, 2616770, 2616784]",[471845],[506199],,,,,"[48, 167]",1664636293,1688755856,,,,,,,,1664582400.0,,"[17613, 28277, 36346, 65827, 76340, 87485, 100794, 101573, 105264, 112754]",,,,,,"[395107, 395108]",219108,,Driverio learns to drive better and improves his experience. Help Driverio get over different obstacles and most importantly get the highest score you can!
,"[2, 3]",0,122691.0,https://www.igdb.com/games/readyset-heroes,71.0,2.0,,"[12, 25, 31]",,,[23603],"[1, 40, 268435468, 268435481, 268435487, 536894515]",,"[84269, 107168]",,"[76326, 212415]",ReadySet Heroes,readyset-heroes,fd5f9e23-595e-a97b-292a-93c9177456c5,,[25791],,"[296149, 296150, 296151, 296152]","[2, 3]","[1, 40]",[63252],"[1754921, 1774756, 1913473, 2118707, 2175002, 2586478, 2627358]",,"[120109, 222242, 222245, 222248, 222249, 222251, 387978]",,,,,"[6, 48]",1553547984,1688755851,,2.0,,,,,,1569888000.0,,"[28309, 54775, 55199, 76253, 81249, 96217, 103168, 103303, 106987, 113109]",,,71.0,,1.0,"[222034, 222035]",116586,,"Go from zero to hero in this fast-paced multiplayer dungeon crawler meets arena brawl! Choose your character, then race through a random dungeon to slay monsters, dodge traps and collect tons of loot to power-up. You'll need it as there's an opposing team racing through the same dungeon! Whomever reaches the end of dungeon first will trigger a vicious ""winner-take-all"" arena brawl. Two teams enter, one team is left standing."
,,0,231572.0,https://www.igdb.com/games/alien-engine,,,[112957],"[9, 12, 13]",,,,"[268435465, 268435468, 268435469]",,"[77842, 77852]",,,Alien Engine,alien-engine,76eb9ed1-ad38-3143-ed68-133a04b93094,,,,"[828220, 828221, 828222, 828223, 828224, 828275, 828276, 828277, 828278, 828279]",,,"[79964, 79975]","[2515732, 2517174, 2585925, 2586401, 2601044, 2658350]",[150736],[496214],,,,,"[48, 130]",1656967942,1688755839,,,,,[17665],,,1656547200.0,,"[25311, 28129, 29348, 87485, 95776, 101573, 103232, 109339, 111187, 112191]",,,,,,"[372011, 372012]",207897,,
,"[1, 7]",11,84690.0,https://www.igdb.com/games/the-elder-scrolls-v-skyrim-vr,75.25,21.0,[21721],"[12, 31]",,,[17560],"[1, 17, 23, 33, 38, 268435468, 268435487, 536871244, 536888472]",,"[55865, 58054]",,"[180791, 180792]",The Elder Scrolls V: Skyrim VR,the-elder-scrolls-v-skyrim-vr,d3699aae-7ddf-fd19-ac9b-9edd7ee22bcf,16.0,"[14590, 16812]",,"[44434, 44435, 44436]",[1],"[1, 17, 23, 33, 38]",[36755],"[83598, 327765, 398638, 1929349, 1934432, 1935353, 1938363, 2086260, 2176268, 2220808, 2582876, 2585374]","[359226, 359229, 359231, 359233, 359234, 359235, 359236, 359237, 359238, 359239, 359240, 359241, 359242, 359243, 359244, 359245, 359246, 359247, 359248, 359249, 359250, 359251, 359252, 359253, 359256, 359259]","[39663, 82186, 298956, 298957, 298958, 298959, 298960, 298961, 298962]",76.48153021032543,,[456],[95],"[6, 165]",1497320715,1688755815,472.0,5.0,,,,6.0,,1510876800.0,,"[17548, 19164, 26574, 55199, 81249, 96217, 103303, 106987, 113360, 115653]",,,75.86576510516272,23.0,2.0,"[149059, 376145, 376146, 376147]",37088,,"A true, full-length open-world game for VR has arrived. Skyrim VR reimagines the complete epic fantasy masterpiece with an unparalleled sense of scale, depth, and immersion. From battling ancient dragons to exploring rugged mountains and more, Skyrim VR brings to life a complete open world for you to experience any way you choose. Skyrim VR includes the critically-acclaimed core game and official add-ons – Dawnguard, Hearthfire, and Dragonborn."
,[2],0,85729.0,https://www.igdb.com/games/warriors-all-stars,72.33333333333333,9.0,"[39908, 62213, 62214, 104361]",[25],,,"[164, 1075, 1186, 1313, 1953, 4162, 8834]","[1, 17, 22, 268435481, 536871076, 536871987, 536872098, 536872225, 536872865, 536875067, 536875074, 536879746]",,"[13901, 13902]","""For many ages, this world had prospered by virtue of the power of the miraculous ""Spring.""

Yet now, it is on a verge of destruction. The King who controlled the power of the Spring had suddenly died, and at the same time, the Spring had dried up.

In order to save their dying world, the Queen tells her daughter of an old prophecy:

""When the Spring loses its power and the world heads for destruction, Heroes from other worlds shall arrive. The Heroes will share their power with the shrines and revive the Spring. And the one who leads the Heroes will be crowned as the new Monarch, and restore glory to the world.""

Following the words of her mother, Princess Tamaki tries to perform the ceremony to call for heroes from different worlds.
However, something goes wrong, and the heroes end up scattered across the land.

And then…

Before each of these displaced and bewildered heroes, strangers appear, asking for their aid.

It is not only Tamaki who seeks the aid of the heroes. There are tree scions of the royal family, who all have their reasons for aiming to take the throne.

Eventually, the heroes are split into three separate groups, forced to fight on opposing sides...""","[45895, 45896, 45897, 95701]",Warriors All-Stars,warriors-all-stars,71e20cc0-07ec-f126-9ada-089c7e8f6aa8,2.0,"[11385, 11386, 11762, 15242, 15243, 15244]",,"[117441, 117442, 117443, 117444, 117445]","[1, 2]","[1, 17, 22]",[63492],"[100476, 105873, 189373, 198377, 398840, 1187973, 1932556, 1934652, 2085614, 2087073, 2088763, 2174920, 2450196, 2581342, 2583840]","[168889, 168890, 168891, 168892, 168893, 168894, 168895, 168896, 168897]","[20451, 20452, 20453, 54357, 54358, 512579]",80.0,,"[447, 900, 907, 925]",,"[6, 46, 48]",1480719224,1688755810,,7.0,,,"[6286, 19919]",3489.0,,1490832000.0,,"[9835, 19164, 22387, 54775, 55199, 76882, 96217, 103168, 106987, 118490]",,,76.16666666666666,2.0,2.0,"[66174, 66175, 68052, 68054, 417632]",26180,,"Warriors All-Stars is a crossover game that features characters from multiple Koei Tecmo published franchises and games. Along with some original characters, the game not only features an extensive battle system, but also an abundance of content for players to enjoy outside of combat! This includes the Sanctuary, which surrounds the game’s mighty Hot Springs."
,[7],0,104839.0,https://www.igdb.com/games/carnival-games--1,70.0,1.0,[110144],[33],,,,"[35, 40, 268435489]",,"[31355, 75090, 92578, 93385, 126460]",,"[69784, 71176]",Carnival Games,carnival-games--1,6a2419f1-0ac4-6eaf-b3c3-819f553688eb,0.0,[22948],,"[258415, 258416, 258417, 258418, 258419, 258420]","[1, 2, 3]","[35, 40]",[12544],"[1449809, 1458208, 1592838, 1928317, 1928455, 1928563, 1932420, 1932796, 1933548, 1933900, 1937046, 1937527, 1938062, 1941498, 1996737, 2048703, 2071889, 2071918, 2071951, 2087487, 2087534, 2117501, 2118212, 2174484, 2581334, 2585204, 2589458, 2590663, 2592666, 2596971, 2626806]","[107362, 107363, 107364, 107365, 107366, 107367, 107368, 107369, 107370, 107371, 107372, 107373, 107374, 107375, 107376, 107377, 107378, 107379, 107380, 107381, 107382, 107383, 107384, 107385]","[92319, 92320, 161813, 161814]",50.0,,,,"[6, 48, 49, 130]",1536221546,1688755809,,1.0,,,[11220],,,1541462400.0,,"[25905, 63045, 86880, 90965, 146217, 168329, 172864, 214558, 216180, 216184]",,,60.0,,,"[160561, 160562, 218982, 248565, 310092]",108759,,"All for fun, fun for all!
Carnival Games brings the party back for the entire family! With both fan-favorites and brand-new minigames, all in one package!"
,,0,237623.0,https://www.igdb.com/games/the-button-be,,,,[7],,,,[268435463],,[110306],,[183458],The Button Be,the-button-be,a8dc50dc-fb1b-0d6b-cf4e-8861ea74a983,,,,"[863336, 863337]",[1],,"[84517, 84518]","[2531216, 2532916]",[471908],[500674],,,,,[48],1660773141,1688755803,,,,,,,,1661472000.0,,"[31496, 82995, 86707, 86847, 87150, 88903, 110594, 251288, 253001, 255728]",,,,,,[425108],213629,,
,[1],0,82098.0,https://www.igdb.com/games/blair-witch,72.0909090909091,85.0,[112042],"[31, 32]",,,"[1286, 1935, 23933]","[1, 19, 20, 21, 268435487, 268435488, 536872198, 536872847, 536894845]",,"[57873, 98304, 122872, 136737, 136738, 136739, 136740]","It’s 1996. A young boy disappears in the Black Hills Forest near Burkittsville, Maryland. As Ellis, a former police officer with a troubled past, you join the search. What starts as an ordinary investigation soon turns into an endless nightmare as you confront your fears and the Blair Witch, a mysterious force that haunts the woods...",[156945],Blair Witch,blair-witch,71c9d4bb-2e65-0be1-3982-de194ff51db2,71.0,"[27844, 29037, 29438]",,"[307512, 307513, 307514, 307515, 307516, 333437]",[1],"[1, 19, 20, 21]","[7617, 10178]","[1725060, 1775860, 1835936, 1914506, 1931236, 1932026, 1933812, 1933881, 1935360, 1935547, 1935708, 1937147, 1942313, 1942401, 2001805, 2070522, 2086686, 2089373, 2125315, 2130546, 2175232, 2220651, 2581306, 2586986, 2588566, 2590191, 2598342, 2626766]","[107062, 107063, 107064, 107065, 107066, 107067, 107068, 107069, 107070, 107071, 107072, 107073, 107074, 107075, 107076, 107077, 107078, 107079, 107080, 107081, 107082, 163394, 163395, 163396, 163399, 163400, 500415]","[108234, 108235, 108236, 108237, 116503, 120411, 121569, 246554, 311756, 311757, 388978]",75.95142181788545,,[786],[439],"[6, 48, 49, 130]",1560113543,1688755801,,14.0,,,[11964],,,1567123200.0,,"[11668, 25646, 26574, 26658, 56033, 68271, 96217, 103295, 109550, 111130]",,,74.02116545439728,21.0,7.0,"[170818, 170819, 202861, 214767]",119298,,"Inspired by the cinematic lore of Blair Witch, experience a new story-driven psychological horror game that studies your reactions to fear and stress.

A STORY OF THE HUMAN DESCENT INTO DARKNESS
Experience an original story based on the legend of Blair Witch from the makers of Layers of Fear.

FIND THE WAY THROUGH THE HAUNTED WOODS
Navigate your way through a cursed forest that warps and distorts both time and space.

YOUR SANITY AGAINST HER CURSE
Stand against the horrors of the Blair Witch and the decaying sanity of a man burdened by his past.

HOW WILL YOU FACE YOUR FEARS?
How you react to danger and behave under pressure will ultimately teach you more about yourself."
,,0,307746.0,https://www.igdb.com/games/do-not-crash,,,,[10],,,,[268435466],,[141557],,,Do Not Crash,do-not-crash,e8fe5b19-b3be-6fc3-964b-9094c99e1ebd,,,,,,,"[109392, 109393, 109394]","[2711546, 2711587, 2711603, 2711642]",[706644],,,,,,"[48, 167]",1686186876,1688755765,,,,,,,,1686096000.0,,"[27378, 27553, 44178, 55192, 80382, 103018, 104983, 107227, 109292, 255755]",,,,,,"[482684, 482685]",252391,,
,,0,234340.0,https://www.igdb.com/games/space-kabaam-3,,,[97311],[5],,,,[268435461],,[110276],,,Space Kabaam 3,space-kabaam-3,faa1abd3-1827-9d4a-1905-f1c4eab755bd,,,,"[947690, 947691, 947692, 947693, 947694, 947695, 947696, 947697]",[1],,"[81289, 81291]","[2525469, 2526633, 2580722, 2581733]",[471832],[498470],,,,,"[48, 167]",1659427805,1688755763,,,,,,,,,,"[58095, 78770, 103292, 106805, 247301, 250263, 250866, 252475, 254523, 254792]",,,,,,"[379073, 379074]",210930,,
,[1],0,100610.0,https://www.igdb.com/games/maid-of-sker,50.0,9.0,[38477],"[31, 32]",,[251277],"[132, 1313, 1836, 2245, 2667, 3534, 10839]","[1, 19, 21, 23, 268435487, 268435488, 536871044, 536872225, 536872748, 536873157, 536873579, 536874446, 536881751]",,"[32005, 56418, 124407, 134701, 134702]","""Set in 1892 and based on the haunting true story of Elizabeth Williams, you play as Thomas Evans, a musician who is thrust into a terrifying battle to save the woman he loves.""","[71375, 71376]",Maid of Sker,maid-of-sker,d7a95ad5-6caa-5f2d-77c3-1db1aa4ae9f6,8.0,"[23135, 37170]",,"[260782, 260783, 260784, 260785, 260786, 260787, 260788, 260789, 260790, 260791]",[1],"[1, 19, 21, 23]",[9327],"[1607454, 1607596, 1617736, 1912062, 1942314, 1942420, 1997536, 2070968, 2071946, 2088166, 2089313, 2175469, 2611196, 2624095]","[75556, 75557, 75558, 75559, 75560, 75561, 75562, 75563, 75564, 75565, 75566, 75567, 75568, 75569, 75570, 75571, 75572, 75573, 75574, 75575, 75576, 75577, 75578, 75579, 75580, 75581, 75582, 75583, 75584, 217452, 501855, 677247, 677248, 677249, 677250]","[92697, 93099, 194420, 319649, 319650, 325003, 325004, 325005, 325007, 386611]",78.89333586659626,,,[529],"[6, 48, 49, 130, 167, 169]",1540880414,1688755762,,1.0,,,,,,1595894400.0,,"[11668, 25646, 26574, 26658, 56033, 96217, 102584, 109550, 111130, 114455]",,,64.44666793329813,3.0,4.0,"[204389, 210828, 210829, 219993, 327705, 427667]",111544,,"Maid of Sker is a first-person survival horror, set in a remote hotel with a macabre history from Welsh folklore. Brave the nightmares of the Quiet Men. When they arrive, do not panic — don't even breathe.

Featuring realistic 4k visuals with gameplay focused on story, exploration and no-weapon survival tactics. Experience a multiple thread narrative where your decisions matter, unlocking different story paths and multiple endings.

A 3D sound based AI system is the core survival gameplay mechanic. Hide, run, creep, trap and distract are some of the techniques you need to master to survive enemies with super hearing. As you progress, enemies become more difficult to avoid, to the point where standing still and holding your breath is the only option!

Time it correctly and you’re safe, for now. Run out of breath and — suffer."
,[7],0,97188.0,https://www.igdb.com/games/batman-arkham-vr,73.28571428571429,36.0,"[105380, 105412, 105413]","[9, 31]",,,"[215, 1158, 1494, 1682, 1994, 2139, 2387, 3540, 4004, 4134, 4142, 4221, 4222, 4234, 4297, 4310, 4439, 4768, 4882, 4883, 14051, 14052, 14081]","[1, 18, 268435465, 268435487, 536871127, 536872070, 536872406, 536872594, 536872906, 536873051, 536873299, 536874452, 536874916, 536875046, 536875054, 536875133, 536875134, 536875146, 536875209, 536875222, 536875351, 536875680, 536875794, 536875795, 536884963, 536884964, 536884993]",,"[14916, 58111]",,"[150998, 150999]",Batman: Arkham VR,batman-arkham-vr,9f89c5d0-c41a-3470-8b67-7614439ec83c,20.0,"[8637, 9546, 12938]",,"[34230, 34231, 34232, 42182, 42183]",[1],"[1, 18]",[63018],"[3952, 55443, 78944, 81482, 95187, 107067, 189994, 248269, 399892, 1928808, 2087837, 2175673, 2584548, 2585598]","[187708, 187710, 187712, 187713, 187714, 187715, 187716, 187717, 187718, 187719, 187720, 187721, 187722, 187723, 187724, 187725, 187726, 187727, 187728]","[48592, 48593, 335437]",74.0197626754656,,"[5, 44]",,"[6, 163, 165, 385]",1465868769,1688755762,,16.0,,,[5594],68.0,,1476316800.0,,"[1877, 4755, 7350, 11156, 16992, 19564, 19565, 36198, 55190, 56033]",,,73.65273848058995,13.0,7.0,"[179646, 314260, 314261, 419751]",19563,,"Your quest to clean up Gotham has only just begun – and now it’s even more terrifying than it’s ever been. Exclusive to PlayStation VR, Batman: Arkham VR lets you become the Dark Knight in a virtual reality recreation of the DC’s hero’s more iconic locations.

Become the world’s greatest detective and explore places such as Wayne Manor and the Batcave as you battle in a brand new and personal story set in Rocksteady’s classic Arkham universe."
